,area,year,area_code,sports_participation,percentage
959,Wandsworth,2015-2016,00BJ,2,0.24426605504587157
960,Westminster,2005-2006,00BK,0,0.5508571428571429
961,Westminster,2005-2006,00BK,1,0.22628571428571423
962,Westminster,2005-2006,00BK,2,0.22285714285714286
963,Westminster,2007-2008,00BK,0,0.5301624129930395
964,Westminster,2007-2008,00BK,1,0.27726218097447797
965,Westminster,2007-2008,00BK,2,0.19257540603248258
966,Westminster,2008-2009,00BK,0,0.5226480836236934
967,Westminster,2008-2009,00BK,1,0.2253193960511034
968,Westminster,2008-2009,00BK,2,0.25203252032520324
969,Westminster,2009-2010,00BK,0,0.49709639953542395
970,Westminster,2009-2010,00BK,1,0.23577235772357721
971,Westminster,2009-2010,00BK,2,0.26713124274099886
972,Westminster,2010-2011,00BK,0,0.5040091638029782
973,Westminster,2010-2011,00BK,1,0.27147766323024053
974,Westminster,2010-2011,00BK,2,0.22451317296678122
975,Westminster,2011-2012,00BK,0,0.47781569965870313
976,Westminster,2011-2012,00BK,1,0.2525597269624573
977,Westminster,2011-2012,00BK,2,0.2696245733788396
978,Westminster,2012-2013,00BK,0,0.5123318385650224
979,Westminster,2012-2013,00BK,1,0.22533632286995517
980,Westminster,2012-2013,00BK,2,0.2623318385650224
981,Westminster,2013-2014,00BK,0,0.5173913043478261
982,Westminster,2013-2014,00BK,1,0.24565217391304348
983,Westminster,2013-2014,00BK,2,0.23695652173913043
984,Westminster,2014-2015,00BK,0,0.5083798882681564
985,Westminster,2014-2015,00BK,1,0.24134078212290505
986,Westminster,2014-2015,00BK,2,0.2502793296089385
987,Westminster,2015-2016,00BK,0,0.5533249686323714
988,Westminster,2015-2016,00BK,1,0.259723964868256
989,Westminster,2015-2016,00BK,2,0.18695106649937263
